customer_id,number_complaints,distinct_stores_visited,lifetime_total_distinct_products,percentage_of_products_bought_promotion,customer_loyalty_flag,latitude,longitude,typical_hour_sin,typical_hour_cos,customer_age,education_level,is_male,tenure,total_children,pct_spend_groceries,pct_spend_vegetables,pct_spend_nonalcohol_drinks,pct_spend_alcohol_drinks,pct_spend_meat,pct_spend_fish,pct_spend_hygiene,pct_spend_petfood,pct_spend_technology,log_total_spend
25,0,2,61,0.6532370294994334,1,38.70758994916797,-9.161818002552854,0.8660254037844387,-0.49999999999999983,25.0,22,1,5,0,0.6583990812689228,0.0046085698518993625,0.009023251651777055,0.12356634699995526,0.07666035287625468,0.05652582439708274,0.006786081820757953,0.0032811824188280214,0.06114930871452222,9.503815631468726
26,1,4,126,0.2331716143295922,1,38.727745834323656,-9.185483625264848,0.258819045102521,-0.9659258262890682,34.0,15,1,7,3,0.8310526627569457,0.002488004265150169,0.014236913295025966,0.014592342475761704,0.010504906897300713,0.018166380348715518,0.021740418221669333,0.009853286732618526,0.0773650850068124,10.832576042640143
27,0,2,16,0.5625619630219125,1,38.777746595386375,-9.167540842777818,-0.5000000000000004,0.8660254037844384,37.0,22,0,10,1,0.8219019466277977,0.038537509024778975,0.008513942432126852,0.01205574248389162,0.055238458499639015,0.010693511694751325,0.0165511040880546,0.01430342328597311,0.022204361862986827,9.594432019675589
28,2,1,35,0.6308553294317327,1,38.74813760378645,-9.156526394540954,1.1796119636642288e-16,-1.0,34.0,17,1,6,3,0.6242547253583661,0.019725992642395027,0.012241532411518458,0.04382849169098059,0.02676645946974502,0.035900038056577446,0.03076240010148421,0.019091716351642776,0.18742864391729036,9.665674427237482
29,0,5,127,0.5897405207838152,1,38.72716384639923,-9.2052703305056,-0.4999999999999998,-0.8660254037844388,66.0,22,0,15,1,0.6105376215764664,0.020168267796407898,0.016707440778089385,0.035503311653439944,0.026135210931439824,0.048988603138612086,0.06366728325079062,0.02708992183304493,0.15120233904170893,9.726750374036074
30,1,1,73,0.07496651114438702,1,38.754215503038,-9.17366872422114,0.7071067811865476,-0.7071067811865475,45.0,22,0,18,1,0.5491574963464445,0.1385852933461572,0.02979052948450518,0.017549557201563846,0.002623065489201714,0.005795725652331403,0.038284265354301204,0.002935335190297156,0.2152787319351978,9.681143681392482
31,1,2,54,0.3058264810330052,1,38.73353626643542,-9.167613813757033,-0.25881904510252157,0.9659258262890682,53.0,12,0,10,0,0.4133646104101946,0.01851264819628479,0.02998795409877639,0.057883725353452105,0.04139986052114373,0.05591834146959995,0.037342293793190894,0.03461611614784759,0.3109744500095099,9.666118293957936
33,0,5,89,0.021943913212430777,1,38.69790927684401,-9.16725691086542,-0.25881904510252157,0.9659258262890682,86.0,15,1,5,0,0.5405067949425649,0.053557816155403094,0.033054701259101545,0.013077307257576951,0.06072076334673921,0.01900481034618721,0.0445548458323476,0.0445548458323476,0.19096811502773176,9.630247358981558
34,1,1,60,0.08498813180235548,1,38.75980720441785,-9.155894766799689,0.7071067811865476,-0.7071067811865475,68.0,15,0,16,1,0.686974358974359,0.02251282051282051,0.016717948717948718,0.0002564102564102564,0.03569230769230769,0.026820512820512822,0.03435897435897436,0.03923076923076923,0.13743589743589743,9.87822102528824
35,0,2,212,0.1312083061638006,1,38.762036481750954,-9.158846685096057,0.8660254037844387,-0.49999999999999983,46.0,15,1,15,1,0.8567380709509237,0.014416865011900714,0.0023121387283236996,0.0070270882919641845,0.02017454380596169,0.0191318145755412,0.019086478522044655,0.0118780460160943,0.049234954097245834,10.694577807426038
36,0,3,305,0.11657960065862488,1,38.76021401470984,-9.194390645605838,-0.4999999999999998,-0.8660254037844388,53.0,15,0,20,3,0.7053341902313625,0.02320051413881748,0.016259640102827762,0.03721079691516709,0.027849185946872322,0.02047986289631534,0.031083976006855186,0.007005141388174807,0.13157669237360753,10.751092508621763
37,0,5,330,0.5063513221335033,1,38.72970010948747,-9.196584989123338,0.9659258262890683,-0.25881904510252063,25.0,22,1,12,2,0.7564365526586646,0.026864323319683966,0.0396374649201401,0.026538515649875232,0.03415056757177025,0.028493361668727648,0.035690749283593365,0.009744611215188562,0.042443853712356254,10.427128211848961
38,1,6,151,0.061568864771488374,1,38.71247116480576,-9.129835005121535,-0.2588190451025208,-0.9659258262890682,48.0,15,0,12,1,0.6881216605014385,0.01792026304973284,0.03115495273325113,0.025976161117961364,0.04052609946568023,0.12429099876695437,0.020468557336621455,0.026962597616111795,0.024578709412248254,9.40640045488065
39,1,4,302,0.4942214328019912,1,38.77949960090595,-9.152015004454716,-0.4999999999999998,-0.8660254037844388,38.0,22,0,19,2,0.809200767821307,0.006173108803769305,0.0053660239071634235,0.015400052351452753,0.02711368990489486,0.01483291161329727,0.05167524648809004,0.00783090480760841,0.06240729430241689,10.733021420484
40,0,6,266,0.2274411335550715,1,38.745229204961255,-9.116639572490518,0.4999999999999999,-0.8660254037844387,66.0,15,0,17,3,0.6225647181285783,0.03111065264381937,0.008885408705356097,0.04309071556845516,0.04156683280896137,0.033501976358717316,0.03347853200857126,0.008908853055502155,0.1768923107220391,10.660904468113891
41,1,6,91,0.1269068530725506,1,38.759760815806594,-9.122087512242429,-0.9659258262890684,-0.25881904510252063,79.0,15,0,13,2,0.2670807453416149,0.2902987281869269,0.05885832593907128,0.04806270334220645,0.00813368825791186,0.006950606329488317,0.08799171842650104,0.02942916296953564,0.20319432120674358,8.81922185757494
42,2,1,42,0.4197566063956281,1,38.74815657274145,-9.156340480297294,0.258819045102521,-0.9659258262890682,36.0,15,0,12,2,0.6833976833976834,0.022844272844272845,0.0013674388674388674,0.053732303732303734,0.03587516087516088,0.05091698841698842,0.030646718146718148,0.021557271557271558,0.09966216216216216,9.428109506952937
44,0,3,84,0.2426026354063847,1,38.74198055776764,-9.090553284872955,0.8660254037844387,-0.49999999999999983,85.0,17,0,10,3,0.5230460921843687,0.09849699398797596,0.047895791583166335,0.015230460921843688,0.01843687374749499,0.013326653306613227,0.08191382765531062,0.013577154308617235,0.18807615230460922,9.901535648810883
46,1,4,32,0.08996053828615641,1,38.75784856755827,-9.06704702651029,1.1796119636642288e-16,-1.0,71.0,22,0,7,2,0.7052424719355148,0.08734554750745634,0.01908645861412311,0.007695451423006357,0.005025955844630141,0.003782510021477701,0.09178021442918881,0.018956027234072154,0.06108536299053068,10.04331905770913
47,1,4,188,0.5893278251634426,1,38.73230749038213,-9.21469076819808,-0.7071067811865477,0.7071067811865475,50.0,17,0,7,1,0.46935029976752723,0.028386149516701334,0.03682858191606509,0.058362902239079896,0.1544108650434357,0.085158448550104,0.057139361311635876,0.052367551694604185,0.05799583996084669,9.008713664124222
48,2,2,87,0.8021778732399719,1,38.7480290416654,-9.15656587813829,1.0,5.551115123125783e-17,32.0,22,0,10,2,0.7295523787204125,0.006874462932583392,0.019061010858526677,0.08069682056089368,0.03960628075931568,0.036481524880868685,0.024685571439731276,0.028903991875634714,0.034137957972033436,9.45735668770195
49,1,3,329,0.1829629326719151,1,38.7496666360259,-9.14014091211847,0.8660254037844387,-0.49999999999999983,28.0,22,1,1,5,0.6771933415834676,0.03507857787537335,0.022400975128636962,0.036032305788430585,0.03119388125389633,0.029198031133400946,0.020633089241018678,0.0014887460106259248,0.14678105198514976,10.668727461724213
50,1,5,128,0.09411416738782091,1,38.80364972655259,-9.057216682624029,-0.4999999999999998,-0.8660254037844388,66.0,22,0,8,1,0.8003964992021663,0.012426865238624825,0.019099656689715198,0.01092790484019148,0.019196363812194767,0.030728688167883565,0.019945844011411442,0.009912480054155988,0.0773656979836565,10.630142040400989
52,1,1,37,0.2335421656467491,1,38.76338275574757,-9.175977632749976,-0.8660254037844386,0.5000000000000002,48.0,12,1,10,1,0.4354833716838814,0.0016096911663037983,0.020100502512562814,0.056256642555694285,0.028768070331121727,0.017871699359219093,0.022288031533437207,0.0002063706623466408,0.417415620195433,10.095315859967908
53,1,4,98,1.0,1,38.716659620636335,-9.126962821404986,0.258819045102521,-0.9659258262890682,54.0,17,1,12,0,0.8239096597947969,0.0075442330294463325,0.007464820050189003,0.013500206473746069,0.03859470791906229,0.05828912677488009,0.003097106191035863,0.003414758108065182,0.04418538165877831,9.440928146179626
54,2,2,109,0.3376005577176389,1,38.744460255877705,-9.1663286590939,-0.5000000000000004,0.8660254037844384,51.0,12,0,12,0,0.49350900477266135,0.003164195371485326,0.02112979353625201,0.047181668761481194,0.025243247519182936,0.033997521380292335,0.008683958408409728,0.011531734242746521,0.3555588760074886,10.255701310164614
55,1,1,166,0.050331534934774214,1,38.76299838765157,-9.170646844713852,0.258819045102521,-0.9659258262890682,46.0,22,1,14,4,0.7333708371883266,0.022758021098243052,0.02519887116495962,0.007136580671257014,0.04202911352974815,0.020944818191539316,0.014924054693638446,0.010600263146883383,0.12303744031540431,10.669392508429887
56,2,1,109,0.2457068193430098,1,38.7474890696561,-9.155944958147968,0.258819045102521,-0.9659258262890682,35.0,15,0,9,2,0.6671861471861472,0.027012987012987013,0.009870129870129871,0.05619047619047619,0.04857142857142857,0.05463203463203463,0.0011255411255411255,0.004588744588744589,0.1308225108225108,9.35452729228868
57,2,1,39,1.0,1,38.74771972687876,-9.155806753882551,1.0,5.551115123125783e-17,28.0,17,0,9,4,0.7228797649171497,0.011754142518978043,0.0037547955268957636,0.054036405191412944,0.0480777079422088,0.027997714472287976,0.04081299485756265,0.006611705166925146,0.08407476940657904,9.413444467952665
59,2,3,18,0.4584183117437898,1,38.74384410672418,-9.152002161264976,-0.25881904510252157,0.9659258262890682,31.0,22,1,12,1,0.7640542785931875,0.031154804763223482,0.006577125450013847,0.010246469122126834,0.031916366657435614,0.024993076710052617,0.047632234837995016,0.03288562725006923,0.050540016615895876,9.578103612900335
60,1,1,45,0.1970857982962765,1,38.77163386244289,-9.120604122622966,-0.2588190451025208,-0.9659258262890682,80.0,22,0,18,3,0.6773902682510546,0.022864135510256657,0.00879142111873249,0.020126879850578042,0.05014008308376002,0.02672849644156764,0.019128586609989374,0.02009467684281712,0.154735452291244,10.343482903541116
61,1,3,59,0.1318202582444303,1,38.77968386918864,-9.19466434077501,-0.2588190451025208,-0.9659258262890682,32.0,22,0,12,2,0.39290801409401005,0.18846990029237573,0.04348152035384961,0.018742034635280007,0.003448534372891521,0.021066046930054726,0.07774195966714147,0.018891970912362246,0.23525001874203463,9.498522319469615
62,0,1,361,0.11084727035789882,1,38.77651127402721,-9.190814820328804,0.7071067811865476,-0.7071067811865475,70.0,17,0,21,4,0.47515365191290676,0.057458668826528184,0.04083091142979656,0.06007908904664348,0.07079898994711516,0.05741102482252609,0.02953928248129973,0.009195292772404592,0.19953308876077946,9.951801412814678
63,0,4,41,0.1321238480605895,1,38.77927405559048,-9.166152028406405,0.258819045102521,-0.9659258262890682,52.0,22,1,15,1,0.5518218356723991,0.1035777821703894,0.020096198194636622,0.028859458390986362,0.0054688014759175065,0.004414574685379192,0.04928510245766621,0.0021084535810766292,0.23436779337154906,9.627602289963859
64,1,2,62,0.5990170831946777,1,38.72848388735738,-9.181805417133749,0.7071067811865476,-0.7071067811865475,57.0,15,1,9,1,0.8273858201372883,0.03388843456496419,0.004894307734245285,0.012018932917007409,0.04634104031918321,0.015128986692439223,0.006567045820632915,0.0009912521993408173,0.05278417961489852,9.689192239845971
66,1,6,127,0.058603696577365805,1,38.717907654023755,-9.18996276218488,0.4999999999999999,-0.8660254037844387,66.0,15,0,16,2,0.64325783234547,0.11076418289585098,0.03286409822184589,0.021697713801862827,0.0023814563928873838,0.00418077900084674,0.03212320067739204,0.009049534292972058,0.14368120237087215,9.846758458290038
69,1,5,120,0.1964968506860476,1,38.75416736257537,-9.146026082165973,-0.2588190451025208,-0.9659258262890682,46.0,17,1,11,3,0.7286329433256492,0.07559479796442085,0.03692749336696968,0.0007394197729546344,0.0016093253881953808,0.0028271932495324255,0.10621547562089513,0.017267626462528815,0.0301857248488539,10.042901608318806
70,1,2,193,0.276803492086756,1,38.763435207402395,-9.150999564138113,-0.7071067811865477,0.7071067811865475,80.0,12,1,13,0,0.4662041977943792,0.0015415629076248074,0.03687892802087039,0.06023953515949247,0.0384204909284952,0.029467567888058818,0.02383493418712202,0.018439464010435194,0.3249733191035219,9.733114329258015
71,2,4,189,0.059795927328890885,1,38.73829055773158,-9.159192307369766,-0.8660254037844385,-0.5000000000000004,50.0,15,0,15,3,0.6290893015030946,0.11178476695718075,0.04370342301376784,0.028293545534924844,0.002715675129468233,0.008020714917266641,0.04313502589364658,0.01610458507010231,0.11715296198054818,9.66997795897274
72,1,4,34,0.2278466768695096,1,38.78844147513438,-9.104188173971986,0.4999999999999999,-0.8660254037844387,65.0,22,1,10,2,0.5170092133238837,0.1167611622962438,0.031537916371367825,0.02852586817859674,0.009390503189227498,0.007618710134656272,0.18843019135364988,0.055545712260807935,0.045180722891566265,9.331584079261546
73,0,2,18,0.3454144786395181,1,38.73800927193912,-9.153900715709058,-1.0,-1.6653345369377348e-16,70.0,12,0,5,1,0.2496330072619094,0.008366135339127272,0.018135287163698246,0.06433090403627058,0.03232134273874014,0.07487950946386583,0.007846499603777752,0.01896670434025748,0.5255206100523533,9.865019556020586
74,1,4,81,0.13208322630811,1,38.734443164028626,-9.18110165931389,0.4999999999999999,-0.8660254037844387,55.0,17,0,10,1,0.6605785368743212,0.09428373975713299,0.027001678349294105,0.007996840754269917,0.005232500740448218,0.001234080363313259,0.09413565011353539,0.0177213940171784,0.09181557903050647,9.916354418242951
75,0,2,165,0.2191056596387716,1,38.76662652137475,-9.149499807448898,0.8660254037844387,-0.49999999999999983,51.0,12,0,9,0,0.41547349367555086,0.0058529606225815895,0.01482750024387336,0.06234486944646167,0.043138487551619864,0.005376052720000867,0.0018642763464519136,0.012659737050324622,0.4384626223431352,10.046125789190688
76,0,2,83,0.1313530667384041,1,38.759613981210855,-9.163422794015997,0.8660254037844387,-0.49999999999999983,74.0,17,1,6,1,0.7416988931857581,0.043694714850869,0.006978708272214073,0.008134417922389652,0.04280570742765702,0.03453793839178557,0.039249677734809085,0.012846157265413166,0.07005378494910433,10.021181695352771
77,1,1,130,0.030370786493412294,1,38.75751840162344,-9.167218279468052,0.258819045102521,-0.9659258262890682,28.0,17,0,0,1,0.8030926043898766,0.05941970232234899,0.015578849829153878,0.014623269821045925,0.002345514565355881,0.0029825679040945156,0.008194822493774252,0.02281809231482018,0.07094457635952973,10.449728581523074
78,0,1,308,0.4541855193746511,1,38.75816049569222,-9.132848257178836,-0.4999999999999998,-0.8660254037844388,62.0,17,0,12,4,0.5276029491098724,0.00834382305340766,0.03801474554936163,0.03992087754001079,0.03988491278547024,0.06559971228196368,0.0485164538752023,0.01363064197086855,0.21848588383384285,10.233007103729488
79,0,5,195,0.7758343929075089,1,38.72660554417923,-9.186097839238466,0.258819045102521,-0.9659258262890682,49.0,15,0,20,1,0.8067342749471491,0.010325071233800056,0.015533564141058243,0.025797358987714084,0.03033181163638592,0.03428413860718772,0.02726799227917522,0.016452709948221452,0.03327307821930819,10.393293809078044
80,2,5,220,0.2630513932327908,1,38.79038661172089,-9.04255054871454,-0.9659258262890684,-0.25881904510252063,26.999999999999996,15,1,7,1,0.8170559768319171,0.04260183668025759,0.0037724345539762983,0.04820333041191937,0.018176275578249437,0.00868803109400602,0.011012460465647982,0.009259612087032732,0.04123004229699349,10.175192670464767
81,2,1,91,0.763353656340289,1,38.74809191328798,-9.155614661575228,1.0,5.551115123125783e-17,34.0,22,0,6,2,0.6139166177334117,0.020356234096692113,0.028479154433352905,0.05137991779213153,0.05275004893325504,0.07868467410452143,0.06919162262673713,0.03131728322568017,0.05392444705421805,9.23200401161221
82,0,2,49,0.609052506679316,1,38.75642674039771,-9.16259443042522,0.8660254037844387,-0.49999999999999983,24.0,17,0,7,0,0.6370235934664247,0.009705673479049949,0.0239880059970015,0.10463189457902627,0.028959204608222204,0.020437149846129567,0.018701175727925512,0.013493253373313344,0.14306004892290697,9.447307929883463
83,1,3,40,0.3770638581540876,1,38.76582580039765,-9.164486303789882,-0.8660254037844385,-0.5000000000000004,86.0,12,0,5,0,0.421077160583729,0.0035342207722854953,0.03145844863243133,0.06761624576427525,0.02633188663307215,0.03740060004077947,0.006019826590156613,0.013787344771003854,0.39277426621226685,10.156160779454114
84,1,3,358,0.7467978428414461,1,38.71045673659789,-9.142284639235136,-0.4999999999999998,-0.8660254037844388,45.0,17,1,17,2,0.810643707384722,0.004198929080473053,0.019819715705535652,0.010709195269463385,0.01746985631187642,0.0032358719519241883,0.004950113640741168,0.007396278747255287,0.12157633190800879,10.857440090791872
85,2,2,140,0.2823858766171893,1,38.71461868176959,-9.174287445881845,0.7071067811865476,-0.7071067811865475,72.0,15,0,13,4,0.14289964299881,0.04016263387544625,0.05087266957556525,0.027568425228084094,0.15043633478778262,0.09083696945656486,0.05741769139230464,0.047302657675525585,0.3925029750099167,9.218804450388312
86,0,4,281,0.3861281392503943,1,38.77255942117437,-9.195413475643676,0.4999999999999999,-0.8660254037844387,59.0,17,1,7,2,0.7696548609081489,0.005147859818795335,0.01756914738156601,0.026403539070595426,0.03719743869065016,0.022717007200361346,0.021388527247123843,0.01021601084039642,0.08970560884236257,10.312632548211814
87,1,3,337,0.5110851704663039,1,38.776790657995434,-9.146791974256198,-0.707106781186547,-0.7071067811865479,48.0,22,0,18,2,0.7528665082142764,0.011988403374513542,0.017943427272964715,0.01870086452320631,0.02308877686943349,0.039047196176247814,0.03431974299370544,0.0208425836445791,0.0812024969310732,10.552891810148154
89,1,4,87,0.1262473214341531,1,38.77783886759041,-9.121572464167178,-0.25881904510252157,0.9659258262890682,32.0,22,1,10,2,0.6769759450171822,0.11600541497448714,0.008434864104967198,0.020566489638654588,0.003488493179214829,0.002655420181193377,0.05670103092783505,0.004842236800999687,0.110330105175466,9.863030074904852
90,2,1,104,0.3404408310625003,1,38.72208184325029,-9.154822555731917,-0.25881904510252157,0.9659258262890682,78.0,12,0,8,0,0.3016744475568005,0.024948646125116714,0.040286336756924994,0.03505757858699035,0.048751945222533455,0.03162153750389045,0.010507314036725801,0.003535636476812947,0.5036165577342048,9.907591619321162
91,1,3,67,0.9070557755568464,1,38.76704472113971,-9.166026364327674,-0.2588190451025208,-0.9659258262890682,39.0,22,1,8,1,0.7384787263755702,0.051298761754026624,0.02104087142724141,0.014523787356856903,0.0542780001862024,0.0238339074574062,0.059957173447537475,0.02969928312075226,0.0068894888744064796,9.281916570465405
92,1,6,234,0.5268036064428512,1,38.79223254831397,-9.210578250727703,0.8660254037844387,-0.49999999999999983,42.0,22,0,8,1,0.7488827775867996,0.028933195829036324,0.04107940873152286,0.032943737825140366,0.011000343760742524,0.06136129254039189,0.033573965853099574,0.012375386730835339,0.029849891142431535,9.767381419539136
94,1,1,36,0.1012932645549802,1,38.74651477955942,-9.120798538232616,-0.5863703305156274,0.039960169001851564,37.0,15,1,11,2,0.5017746228926353,0.1740905057675244,0.04383318544809228,0.0481810115350488,0.0036379769299023958,0.009316770186335404,0.10212954747116237,0.0026619343389529724,0.11437444543034606,9.329988334242078
95,0,1,137,0.10167370986252239,1,38.73930534987978,-9.197227829892029,-0.9659258262890684,0.25881904510252024,62.0,12,1,6,1,0.5954035275253875,0.014625139691948884,0.03002769544725718,0.04635343277780477,0.04858850395996307,0.0702589767261066,0.028084155288858655,0.019338224576065304,0.14732034400660804,9.932172186396038
97,2,4,68,0.8094045771803406,1,38.73197756405301,-9.141592106035638,-0.8660254037844386,0.5000000000000002,37.0,17,0,5,1,0.7800075934262624,0.010901990562455931,0.009329066550957315,0.007267993708303954,0.05364213266800456,0.05743884579920811,0.014590226175625103,0.003633996854151977,0.06318815425503063,9.82216903135854
100,0,4,66,0.4868643818010812,1,38.75837963116939,-9.150308594394824,-0.9659258262890684,0.25881904510252024,35.0,22,1,14,3,0.7152312899586311,0.05626175253854833,0.01331327566754419,0.009101165851823995,0.07025197442647611,0.027830011282437006,0.01985708913125235,0.006092515983452423,0.08206092515983451,9.49521851709523
102,2,1,84,0.4875727932321885,1,38.76089025907025,-9.167570696819215,-0.8660254037844386,0.5000000000000002,53.0,12,0,10,0,0.280633305060786,0.016228442182640655,0.009612666101215719,0.04495335029686175,0.04308736217133164,0.046762793327678825,0.005202148713599095,0.02340966921119593,0.5301102629346904,9.78052864513568
103,1,3,143,0.0958128950752033,1,38.77297621630804,-9.075599005488304,0.258819045102521,-0.9659258262890682,65.0,22,0,6,1,0.727072463768116,0.06260869565217392,0.024579710144927536,0.002434782608695652,0.008502415458937198,0.005449275362318841,0.0778743961352657,0.013758454106280193,0.07771980676328502,10.161071177163876
105,1,2,283,0.0813834962793859,1,38.76852676536102,-9.176406260447294,-0.2588190451025208,-0.9659258262890682,68.0,15,0,12,5,0.7403296452004433,0.02661436436876638,0.01630635543281324,0.036640925961758344,0.02840859118014389,0.031117521856145226,0.019384685746451125,0.00457351932311914,0.09662439093035938,10.948171499178683
106,2,1,79,0.3015708906740711,1,38.7218065338727,-9.189276057401225,-0.7071067811865477,0.7071067811865475,71.0,12,1,10,0,0.3777304611925941,0.00890608618583889,0.02788556111585478,0.06549864355119378,0.03968828698349564,0.004928610801872007,0.01556403411117476,0.022567849461203403,0.4372304665967726,10.048939796134466
107,1,4,379,0.6661432047076098,1,38.71685569879275,-9.134990864874297,0.258819045102521,-0.9659258262890682,65.0,22,1,19,3,0.6794942465375869,0.005753462413009026,0.024805346930338316,0.019913181285743816,0.03434851512437125,0.033728381451112795,0.029869771928615722,0.012953903396954455,0.15913319093226763,10.275981710307592
108,1,5,55,1.0,1,38.76907869074987,-9.191046258934824,-1.0,-1.6653345369377348e-16,83.0,15,0,11,0,0.7987127551573573,0.02291611224459623,0.010053520210532541,0.0055688616852459655,0.04647288999280483,0.014952147215076336,0.03701075332406832,0.028140000197127844,0.03617295997319061,9.918001710694151
109,0,3,124,0.3001345836946428,1,38.73687020809721,-9.180975267447808,0.5249688897773919,-0.8128004075284768,36.0,22,0,15,4,0.7052206097204636,0.07553326190708094,0.038083179117561115,0.009593844355702737,0.008619850004869973,0.001899288984123892,0.08688029609428265,0.01568130904840752,0.05848836076750755,9.929886026390658
