customer_id,umap_1,umap_2,cluster
573,8.132115,13.368553,4
574,5.874675,13.053629,3
575,4.501575,9.260594,1
576,10.556334,13.331959,5
577,6.98049,11.896551,1
578,4.595931,6.1413445,6
579,8.254445,12.581645,4
580,11.566433,10.730633,5
581,4.447626,6.0116754,6
582,10.366908,14.763236,5
583,7.2943344,11.159745,6
584,6.822645,12.550504,1
585,6.284097,10.110973,4
586,-3.5382857,4.4051447,0
587,3.724968,7.6490955,1
588,5.950884,12.567681,3
589,10.977977,0.09914123,7
590,14.025085,9.733834,1
592,3.7757134,10.590517,3
593,6.1122565,11.89748,3
594,14.3770485,10.564896,1
595,10.183933,13.028741,5
596,7.63125,12.655368,1
597,4.1606493,9.9829445,4
598,10.632639,0.13902235,7
603,5.771257,9.137161,6
604,3.4466708,7.188401,6
605,12.151539,10.64017,3
606,13.48085,10.974604,1
609,4.542303,9.244446,5
611,-5.168613,4.3867583,0
613,7.8276362,-0.40358722,7
614,13.716216,9.848549,6
615,3.1941073,6.5763826,6
617,7.0638957,12.611948,1
618,7.239464,12.789081,1
619,7.4105773,11.560483,1
621,7.8844585,-0.5450484,7
622,12.512536,10.134172,1
623,-4.99528,3.764735,0
624,5.779109,10.90652,3
625,4.4843655,10.663247,3
626,6.9581885,12.0404,1
627,6.530894,13.489209,3
628,11.200123,8.843914,4
629,-5.484857,4.7129636,0
631,11.37857,8.981661,1
632,14.303992,10.4795265,1
633,5.427927,7.07898,6
634,10.016941,0.68843985,7
635,-3.1511602,5.401895,0
636,-4.158004,3.9004633,0
637,6.3422785,9.884125,6
638,11.14434,0.75574243,7
639,10.170983,15.012938,5
640,11.361724,8.873897,1
641,-2.7785003,5.4040747,0
642,-4.9680533,5.212677,0
643,4.239382,7.56364,6
644,-3.2922451,6.5840826,2
645,3.7907047,10.197992,1
646,11.204371,10.661194,1
647,5.9636846,13.012894,3
648,9.577085,3.441989,7
650,6.9652376,6.2148495,1
653,5.9660306,10.585445,1
654,10.246568,14.693181,5
655,9.371451,11.892693,6
656,11.387518,14.356383,5
657,6.565406,13.061701,3
658,3.4183846,7.237073,6
659,13.951504,10.923234,3
660,4.563727,9.465921,2
662,10.457325,13.731109,5
663,13.4021225,11.024799,3
664,10.913557,8.611439,4
665,3.6515508,9.371485,1
666,14.542477,11.437675,3
667,11.830776,9.715919,1
668,-3.7307847,6.964882,2
669,-4.1343303,4.0110874,0
670,6.7380233,11.781969,1
671,6.689031,11.957143,4
673,10.7876625,0.710114,7
674,-5.647786,5.398951,0
675,-6.0505176,6.2537656,2
676,-5.7207966,3.8958204,0
677,5.426523,6.8128266,6
678,-5.3089013,4.6136193,0
679,4.0511875,6.8312707,6
680,9.081422,11.976318,6
681,8.032817,13.321987,1
682,-3.31345,5.2418838,0
685,-3.593159,6.6618614,2
686,13.412636,10.911113,1
687,5.7660966,12.581221,3
688,6.451714,11.8820915,3
689,8.913055,13.1501,6
691,7.7009816,6.5651617,3
692,10.4698105,0.8034252,7
694,7.080108,12.811502,4
695,6.5509205,12.78838,4
696,14.829753,11.07136,3
697,10.644226,14.513282,5
699,14.232981,11.191016,3
700,6.245003,11.760789,3
701,10.503563,8.355387,6
703,10.401553,0.103592634,7
704,-3.763439,7.3568206,2
705,9.589301,3.324589,7
707,-5.8582478,4.5904975,0
708,-3.0443442,7.12723,2
709,-5.445785,5.6330647,2
710,-5.3375583,3.863368,0
712,4.003742,6.287046,6
713,6.5057874,12.081637,1
714,7.2081137,11.627732,1
715,5.114005,10.232436,3
718,12.234252,9.565184,3
719,-3.2573938,4.961079,0
721,7.276943,11.845359,1
722,6.873853,10.369917,4
723,5.3428516,6.8362637,6
725,5.343469,7.6068044,6
726,14.5088625,10.425212,1
727,8.891826,11.320792,6
728,10.096931,14.743251,5
729,4.4127297,6.396802,1
730,4.1162434,10.09935,1
731,13.2957945,9.928031,6
732,-6.5478015,6.2769747,2
733,-6.2993097,4.146017,0
734,12.847506,10.523103,6
735,7.5867496,13.282957,4
736,7.3136234,13.10012,4
737,7.931453,11.71665,7
738,5.9463024,7.482496,1
739,10.682494,8.417429,6
741,-3.171908,6.534136,2
742,11.616449,9.312927,6
743,13.797355,10.920022,1
744,-3.2949,4.907035,0
745,8.442909,13.364511,4
746,10.0859585,3.1219256,7
747,13.802956,10.475372,1
748,4.7101765,9.0797,6
749,-2.9204073,5.2234335,0
752,5.077021,10.35182,3
753,-5.0309644,4.170997,0
754,8.074557,12.825909,5
755,8.846421,12.588751,5
757,8.362354,13.252595,5
758,12.249415,9.57531,3
759,3.6704519,9.202003,6
760,-6.21379,5.947355,2
761,5.8762665,12.101316,3
762,7.348832,12.038428,1
763,4.073282,9.874772,1
764,9.367423,12.011323,6
765,-5.062894,2.696763,2
766,10.824642,0.30478412,7
767,5.6265235,11.966819,3
768,-6.2270994,4.3402677,0
769,6.4650993,13.062663,1
770,-4.537379,4.054251,0
771,8.934309,10.994258,6
772,-6.5628705,6.3940077,2
773,-4.8976,7.5196896,0
776,7.2679563,13.113533,4
777,-5.7425113,4.4022427,0
779,-3.0260417,6.533092,2
780,3.8168705,6.652445,6
781,-6.0694175,6.4021626,2
782,13.551955,10.550492,1
783,7.091119,12.694603,1
785,3.6203003,7.4480996,6
788,9.458041,11.493533,6
789,6.507326,10.462142,1
791,10.411804,0.37265143,7
792,-4.29762,7.0438156,2
793,6.335094,12.313955,3
794,13.083954,10.047619,6
795,-6.0270953,3.3536382,0
797,4.400321,6.3643723,6
798,10.644374,13.58418,5
799,5.019892,10.097507,3
800,10.35816,13.608196,5
803,9.384841,11.874594,6
804,-4.2463584,7.0670753,2
805,4.835505,6.755169,6
808,14.901121,10.953704,3
809,8.182499,-1.0957215,7
810,13.686476,9.668108,1
812,7.9013853,13.302848,4
813,4.170539,9.368578,1
814,6.922103,12.766336,1
815,6.8325276,11.29198,1
816,6.64987,11.30234,1
817,10.860424,14.794813,4
819,9.006105,11.855752,6
820,4.4565163,8.96208,6
821,4.268153,8.666415,6
822,14.205297,9.902925,1
823,-5.9719067,6.6863155,2
824,8.539016,12.502316,4
826,-3.6789238,7.3153753,2
827,7.1693883,10.437954,4
830,-4.220489,4.0092244,0
831,9.659578,12.134006,6
832,4.5882363,7.2096343,6
833,9.278793,3.7275403,7
834,3.48412,9.436944,1
835,11.230652,10.730857,3
836,-5.7930775,4.4475574,0
837,-5.357151,4.190446,0
838,4.448821,10.3697405,1
839,-5.425287,6.3982787,2
840,12.180469,9.592748,1
842,4.2116694,10.715616,3
843,4.21172,6.7773175,6
844,11.143193,10.748425,3
845,13.731468,9.485853,6
846,13.9786,10.825441,1
847,4.1044073,10.3639555,3
848,10.387983,14.604829,5
849,9.883989,13.653404,5
851,-3.8492239,4.32046,0
852,11.261769,14.818501,5
854,-2.9634278,6.810854,2
855,9.3740225,2.9125154,6
856,8.262309,-0.194229,7
857,-3.4114757,7.161923,2
859,-3.3015182,4.897791,0
860,11.1365,8.780575,6
862,7.4644628,11.976266,4
863,-3.1912675,6.5759687,2
864,6.3875985,11.345637,3
865,-5.5750937,4.1835947,0
866,-3.3830736,5.3668046,0
867,10.441748,-0.052574266,7
868,-5.1710434,4.541603,0
870,13.749054,10.207155,1
873,14.018232,11.012136,3
874,9.911981,3.0702145,7
875,10.270287,14.774957,5
876,-5.274764,6.916607,2
878,-4.5364347,3.7149196,0
879,-4.617815,5.35024,0
880,-3.5054765,7.455831,2
881,10.464588,15.014356,5
883,-5.5464015,6.603254,2
884,-2.8140733,5.3415294,0
886,7.236016,11.754539,1
887,11.474838,9.000521,6
889,9.307159,11.612507,6
890,13.886944,10.835932,1
891,-5.5285134,5.892292,2
893,4.5752397,10.577123,3
894,13.834524,10.226303,1
896,5.8595247,13.195297,3
897,3.9686375,9.196682,6
898,13.643705,10.622337,1
899,4.5476384,10.443905,3
900,5.1791387,9.996568,3
901,14.805941,10.958622,3
902,11.922993,10.495066,4
903,7.7296534,11.414121,4
904,5.912211,12.189747,3
905,10.082246,14.832145,6
906,3.2392082,6.485105,6
907,-5.0910892,2.6710885,0
908,10.960007,13.822058,5
909,-6.073123,3.6220868,0
910,-5.9948025,3.3784668,0
911,10.991355,11.328332,4
913,3.181175,6.5379663,6
914,4.9062657,9.291572,1
916,7.599367,11.714045,6
917,6.5482078,12.976198,3
918,6.715549,13.441632,3
920,6.045929,6.5338025,6
921,7.0118527,10.505027,4
922,7.742743,10.791613,6
923,8.916766,11.55954,6
924,-4.5213637,5.2056856,0
925,-3.1126935,7.1336737,2
926,8.148846,11.261685,6
927,4.1152477,9.766904,1
928,13.703105,9.557634,6
929,6.4326215,9.95441,3
930,13.988719,10.371889,1
931,-3.8512945,6.3917594,2
933,11.26402,0.4913891,7
934,7.799608,12.243093,4
935,8.045236,-0.74814016,7
936,4.5412107,6.312893,6
938,10.221956,13.939725,5
939,10.096287,0.4244909,7
940,-3.117137,6.869929,2
941,-5.790591,4.008177,0
942,9.913221,3.1518762,7
944,-2.8093119,6.9150224,2
945,6.807692,13.420093,1
946,6.718497,12.68112,4
947,9.970098,13.02353,5
948,5.000383,10.339264,3
951,14.283574,10.034337,1
953,14.163894,9.934139,1
954,-5.54101,6.4739304,2
955,3.3992708,6.4609194,6
956,6.510608,9.798363,4
957,10.706694,12.901323,5
958,9.353702,12.073227,6
960,11.3003435,0.59231585,7
962,-4.2609625,7.1944084,0
963,-6.349072,4.006742,0
964,4.3170285,9.831987,4
965,10.150272,1.0130044,6
966,3.9971857,9.973768,3
967,10.663218,0.03892998,7
968,-6.5453367,6.3614435,2
969,6.9647746,12.229009,1
970,8.351622,11.941376,6
973,7.424886,13.229146,1
974,-5.8532114,6.508043,2
975,-3.6628435,7.248179,2
977,10.99785,0.43695426,7
978,4.6968236,6.31297,6
979,11.195743,0.703622,7
980,13.243605,9.950622,6
981,12.48934,10.087386,6
982,10.683808,-0.35626647,7
983,-5.5631943,3.530192,0
986,13.769491,9.688456,6
989,10.929597,14.348804,5
990,14.332734,11.524889,3
991,9.452115,3.4644578,7
992,11.158959,13.651222,5
993,5.2724037,7.121266,6
994,3.5427537,8.857894,6
996,3.9885712,9.394588,4
997,-5.4587474,5.1382256,0
998,11.54347,9.265611,1
1000,-4.3213425,7.453936,2
1001,-5.340077,3.762416,2
1002,-2.7753105,5.4184575,0
1003,10.095432,13.083583,5
1004,9.270895,12.112097,6
1008,-6.049369,3.672275,0
1009,-5.279604,3.7160387,0
1011,6.5369596,12.176959,3
1014,6.3392715,11.535866,3
1015,10.432995,1.1672109,1
1016,8.313949,13.769545,6
1018,7.003522,11.7485285,1
1019,-3.853773,6.853515,2
1021,11.280417,0.69580734,7
1022,6.624339,12.801254,3
1024,3.3034604,6.611296,6
1025,8.1309185,13.096351,6
1026,10.264731,0.035433706,7
1027,7.2828746,13.273719,4
1028,9.720754,3.4491787,7
1029,-3.0943644,7.224387,2
1030,8.034069,13.883279,4
1031,4.301011,7.076226,6
1032,7.5793095,10.877846,4
1033,-6.4580545,6.5055428,2
1034,9.420605,12.620187,1
1035,7.032467,10.300152,4
1038,4.725659,9.393747,1
1039,7.2271805,12.138278,1
1040,10.664258,15.045222,5
1041,-6.570672,6.332124,2
1043,6.606977,12.268042,1
1044,7.061487,10.984984,4
1045,5.666784,11.713899,3
1048,13.908974,9.629549,1
1049,8.017698,11.736595,6
1050,10.132607,0.64048094,1
1051,-6.60184,4.0494637,0
1052,9.095653,11.293831,6
1055,9.648547,3.2885962,7
1058,5.933507,11.449222,3
1060,4.0514092,9.098636,4
1061,7.8242106,11.797616,6
1063,7.1593614,10.313206,4
1064,10.897931,14.435985,5
1065,11.339463,0.6639787,7
1066,8.686367,12.024136,7
1067,-5.9312644,3.7778263,0
1068,10.4496975,0.54974645,1
1069,7.9866486,11.480505,4
1071,9.699806,3.4785612,7
1072,9.807852,3.3605523,7
1074,10.653911,14.9179945,5
1075,10.265164,13.870563,5
1076,11.316681,14.213178,7
1078,5.1853323,6.618613,6
1079,-5.0587683,4.195112,0
1080,-5.6071053,4.6573806,0
1082,11.4231205,9.107946,6
1083,5.366544,6.6289377,6
1084,5.957531,11.892095,3
1085,7.0782995,11.873297,1
1086,10.135179,0.04898476,7
1087,3.7668164,10.646055,3
1088,10.912194,10.939554,6
1089,10.566316,15.202623,5
1090,-3.2020526,6.7923274,2
1091,4.8458495,6.848526,6
1092,4.2834387,10.779966,3
1093,-5.7976637,6.447487,2
1094,10.385835,13.887781,5
1095,3.461932,9.463246,4
1096,-5.927546,3.2684336,0
1097,10.857193,14.116985,5
1098,-3.7573838,7.269643,2
1099,10.202736,-0.17653362,7
1101,4.249247,10.20301,3
1103,11.307345,0.63004535,7
1104,11.037191,0.012264833,7
1105,10.000014,14.760313,5
1106,4.2911267,9.1237335,1
1108,9.503854,12.160081,6
1110,4.686835,10.31948,3
1111,5.768744,11.333027,3
1112,-6.2334566,4.551943,0
1113,9.659698,12.616185,6
1114,10.932942,14.022676,5
1115,10.693656,-0.23670372,7
1117,-5.80828,4.948764,0
1118,6.7912817,12.263502,1
1119,7.8994336,10.879891,4
1121,6.4885054,11.897292,3
1122,8.207201,-0.1778413,5
1123,5.439813,6.6197605,6
1124,-6.3555174,6.1782665,2
1125,14.126666,10.571702,1
1126,3.8790164,7.1685257,6
1127,4.309661,10.609786,3
1128,4.931668,10.873703,3
1129,6.8475966,6.1438336,1
1130,3.6631691,6.8291936,6
1131,-6.537264,6.3848877,2
1132,7.0113597,13.503646,4
1133,7.9546895,12.682264,5
1134,-5.631327,4.6506996,0
1135,13.936032,10.71741,1
1136,-3.7178,6.69299,2
1137,11.113093,11.4286585,4
1138,6.741987,11.766739,3
1139,9.373983,3.683837,7
1140,10.37702,-0.15751433,7
1141,6.5298166,12.30374,3
1142,7.318093,11.3648405,6
1143,7.656144,13.390241,1
1145,6.3220596,12.811834,4
1146,10.78445,-0.3709793,7
1150,11.288932,14.050444,5
1152,14.395777,10.181389,1
1153,10.655276,14.828734,5
1154,10.874686,13.587007,5
1155,8.130771,13.351604,1
1156,8.148378,-0.42847422,7
1157,-5.907226,4.4108014,0
1158,-4.6863546,4.29935,0
1159,-6.037699,6.074705,2
1160,10.411929,0.23684737,7
1163,3.2694037,6.3650594,6
1164,4.9233985,6.4114532,5
1167,10.451226,15.089768,5
1168,14.338711,10.089912,1
1170,8.466576,13.022229,5
1171,10.816912,10.524138,1
1172,10.218292,14.90327,5
1173,4.0852966,9.500437,4
1175,-6.538553,6.0323176,2
